species,location,habitat,id,bagging,rinsing,bagging.date,bagging.hour,collection.date,collection.hour,year,temp,hum,plant.no,flower.no,flower.age,flower.sex,sugar in micrograms/flower/24h,sugarmax in micrograms/flower/24h
Allium schoenoprasum,jane's new garden,pot,2012-Allium schoenoprasum-jane's new garden-bag-10,bag,N,26/06/2012,15:00,27/06/2012,15:00,2012,24,63,5,10,m,h,213.3846058,213.3846058
Allium schoenoprasum,jane's new garden,pot,2012-Allium schoenoprasum-jane's new garden-bag-2,bag,N,26/06/2012,15:00,27/06/2012,15:00,2012,24,63,1,2,m,h,376.6209929,376.6209929
Allium schoenoprasum,jane's new garden,pot,2012-Allium schoenoprasum-jane's new garden-bag-3,bag,N,26/06/2012,15:00,27/06/2012,15:00,2012,24,63,2,3,y,h,20.48751597,20.48751597
Allium schoenoprasum,jane's new garden,pot,2012-Allium schoenoprasum-jane's new garden-bag-4,bag,N,26/06/2012,15:00,27/06/2012,15:00,2012,24,63,2,4,m,h,155.0069794,155.0069794
Allium schoenoprasum,jane's new garden,pot,2012-Allium schoenoprasum-jane's new garden-bag-5,bag,N,26/06/2012,15:00,27/06/2012,15:00,2012,24,63,3,5,m,h,448.6257613,448.6257613
Allium schoenoprasum,jane's new garden,pot,2012-Allium schoenoprasum-jane's new garden-bag-6,bag,N,26/06/2012,15:00,27/06/2012,15:00,2012,24,63,3,6,y,h,34.27771667,34.27771667
Allium schoenoprasum,jane's new garden,pot,2012-Allium schoenoprasum-jane's new garden-bag-7,bag,N,26/06/2012,15:00,27/06/2012,15:00,2012,24,63,4,7,m,h,256.8992245,256.8992245
Allium schoenoprasum,jane's new garden,pot,2012-Allium schoenoprasum-jane's new garden-bag-8,bag,N,26/06/2012,15:00,27/06/2012,15:00,2012,24,63,4,8,m,h,455.3621862,455.3621862
Allium schoenoprasum,jane's new garden,pot,2012-Allium schoenoprasum-jane's new garden-bag-9,bag,N,26/06/2012,15:00,27/06/2012,15:00,2012,24,63,5,9,m,h,502.0017719,502.0017719
Anagallis arvensis,pill allotments,allotments,2012-Anagallis arvensis-pill allotments-bag-12,bag,Y,4/6/12,11:30,5/6/12,13:45,2012,28,49,1,12,m,h,0,0
Anagallis arvensis,pill allotments,allotments,2012-Anagallis arvensis-pill allotments-bag-13,bag,Y,4/6/12,11:30,5/6/12,13:45,2012,28,49,2,13,m,h,0,0
Anagallis arvensis,pill allotments,allotments,2012-Anagallis arvensis-pill allotments-bag-14,bag,Y,4/6/12,11:30,5/6/12,13:45,2012,28,49,3,14,m,h,0,0
Anagallis arvensis,pill allotments,allotments,2012-Anagallis arvensis-pill allotments-bag-15,bag,Y,4/6/12,11:30,5/6/12,13:45,2012,28,49,3,15,m,h,0,0
Anagallis arvensis,pill allotments,allotments,2012-Anagallis arvensis-pill allotments-bag-16,bag,Y,4/6/12,11:30,5/6/12,13:45,2012,28,49,4,16,y,h,0,0
Anagallis arvensis,pill allotments,allotments,2012-Anagallis arvensis-pill allotments-bag-17,bag,Y,4/6/12,11:30,5/6/12,13:45,2012,28,49,4,17,y,h,0,0
Anagallis arvensis,pill allotments,allotments,2012-Anagallis arvensis-pill allotments-bag-18,bag,Y,4/6/12,11:30,5/6/12,13:45,2012,28,49,5,18,y,h,0,0
Anagallis arvensis,pill allotments,allotments,2012-Anagallis arvensis-pill allotments-bag-19,bag,Y,4/6/12,11:30,5/6/12,13:45,2012,28,49,6,19,m,h,0,0
Anagallis arvensis,pill allotments,allotments,2012-Anagallis arvensis-pill allotments-bag-20,bag,Y,4/6/12,11:30,5/6/12,13:45,2012,28,49,7,20,m,h,0,0
Anagallis arvensis,pill allotments,allotments,2012-Anagallis arvensis-pill allotments-bag-21,bag,Y,4/6/12,11:30,5/6/12,13:45,2012,28,49,8,21,m,h,0,0
Anagallis arvensis,sand bay,grassland-coastland,2012-Anagallis arvensis-sand bay-bag-1,bag,Y,19/06/2012,13:30,20/06/2012,11:00,2012,19,32,1,1,m,h,0,0
Anagallis arvensis,sand bay,grassland-coastland,2012-Anagallis arvensis-sand bay-bag-10,bag,Y,19/06/2012,13:30,20/06/2012,11:00,2012,19,32,5,10,o,h,0,0
Anagallis arvensis,sand bay,grassland-coastland,2012-Anagallis arvensis-sand bay-bag-2,bag,Y,19/06/2012,13:30,20/06/2012,11:00,2012,19,32,1,2,m,h,0,0
Anagallis arvensis,sand bay,grassland-coastland,2012-Anagallis arvensis-sand bay-bag-3,bag,Y,19/06/2012,13:30,20/06/2012,11:00,2012,19,32,2,3,m,h,0,0
Anagallis arvensis,sand bay,grassland-coastland,2012-Anagallis arvensis-sand bay-bag-4,bag,Y,19/06/2012,13:30,20/06/2012,11:00,2012,19,32,2,4,m,h,0,0
Anagallis arvensis,sand bay,grassland-coastland,2012-Anagallis arvensis-sand bay-bag-5,bag,Y,19/06/2012,13:30,20/06/2012,11:00,2012,19,32,3,5,m,h,0,0
Anagallis arvensis,sand bay,grassland-coastland,2012-Anagallis arvensis-sand bay-bag-6,bag,Y,19/06/2012,13:30,20/06/2012,11:00,2012,19,32,3,6,m,h,0,0
Anagallis arvensis,sand bay,grassland-coastland,2012-Anagallis arvensis-sand bay-bag-7,bag,Y,19/06/2012,13:30,20/06/2012,11:00,2012,19,32,4,7,m,h,0,0
Anagallis arvensis,sand bay,grassland-coastland,2012-Anagallis arvensis-sand bay-bag-8,bag,Y,19/06/2012,13:30,20/06/2012,11:00,2012,19,32,4,8,m,h,0,0
Anagallis arvensis,sand bay,grassland-coastland,2012-Anagallis arvensis-sand bay-bag-9,bag,Y,19/06/2012,13:30,20/06/2012,11:00,2012,19,32,5,9,m,h,0,0
Anemone nemorosa,river frome,wetland,2012-Anemone nemorosa-river frome-bag-1,bag,Y,15/04/2012,15:00,16/04/2012,13:15,2012,13,40,1,1,m,h,0,0
Anemone nemorosa,river frome,wetland,2012-Anemone nemorosa-river frome-bag-10,bag,Y,15/04/2012,15:00,16/04/2012,13:15,2012,13,40,8,10,y,h,0,0
Anemone nemorosa,river frome,wetland,2012-Anemone nemorosa-river frome-bag-2,bag,Y,15/04/2012,15:00,16/04/2012,13:15,2012,13,40,2,2,m,h,0,0
Anemone nemorosa,river frome,wetland,2012-Anemone nemorosa-river frome-bag-3,bag,Y,15/04/2012,15:00,16/04/2012,13:15,2012,13,40,3,3,y,h,0,0
Anemone nemorosa,river frome,wetland,2012-Anemone nemorosa-river frome-bag-4,bag,Y,15/04/2012,15:00,16/04/2012,13:15,2012,13,40,4,4,m,h,0,0
Anemone nemorosa,river frome,wetland,2012-Anemone nemorosa-river frome-bag-5,bag,Y,15/04/2012,15:00,16/04/2012,13:15,2012,13,40,4,5,y,h,0,0
Anemone nemorosa,river frome,wetland,2012-Anemone nemorosa-river frome-bag-6,bag,Y,15/04/2012,15:00,16/04/2012,13:15,2012,13,40,5,6,m,h,0,0
Anemone nemorosa,river frome,wetland,2012-Anemone nemorosa-river frome-bag-7,bag,Y,15/04/2012,15:00,16/04/2012,13:15,2012,13,40,6,7,m,h,7.887300665,22.53857372
Anemone nemorosa,river frome,wetland,2012-Anemone nemorosa-river frome-bag-8,bag,Y,15/04/2012,15:00,16/04/2012,13:15,2012,13,40,7,8,m,h,0,0
Anemone nemorosa,river frome,wetland,2012-Anemone nemorosa-river frome-bag-9,bag,Y,15/04/2012,15:00,16/04/2012,13:15,2012,13,40,7,9,y,h,0,0
Angelica sylvestris,ashton court,grassland-nature reserve,2011-Angelica sylvestris-ashton court-bag-1,bag,Y,1/8/11,11:00,2/8/11,14:00,2011,27,55,1,1,y,h,9.276695843,27.75913766
Angelica sylvestris,ashton court,grassland-nature reserve,2011-Angelica sylvestris-ashton court-bag-10,bag,Y,1/8/11,11:00,2/8/11,14:00,2011,27,55,5,10,m,h,0,0
Angelica sylvestris,ashton court,grassland-nature reserve,2011-Angelica sylvestris-ashton court-bag-2,bag,Y,1/8/11,11:00,2/8/11,14:00,2011,27,55,1,2,m,h,0,0
Angelica sylvestris,ashton court,grassland-nature reserve,2011-Angelica sylvestris-ashton court-bag-3,bag,Y,1/8/11,11:00,2/8/11,14:00,2011,27,55,2,3,m,h,9.759723476,12.54535297
Angelica sylvestris,ashton court,grassland-nature reserve,2011-Angelica sylvestris-ashton court-bag-4,bag,Y,1/8/11,11:00,2/8/11,14:00,2011,27,55,2,4,m,h,0,0
Angelica sylvestris,ashton court,grassland-nature reserve,2011-Angelica sylvestris-ashton court-bag-5,bag,Y,1/8/11,11:00,2/8/11,14:00,2011,27,55,3,5,y,h,NA,NA
Angelica sylvestris,ashton court,grassland-nature reserve,2011-Angelica sylvestris-ashton court-bag-6,bag,Y,1/8/11,11:00,2/8/11,14:00,2011,27,55,3,6,y,h,29.99857106,35.4322745
Angelica sylvestris,ashton court,grassland-nature reserve,2011-Angelica sylvestris-ashton court-bag-7,bag,Y,1/8/11,11:00,2/8/11,14:00,2011,27,55,4,7,o,h,22.0296779,25.211295
Angelica sylvestris,ashton court,grassland-nature reserve,2011-Angelica sylvestris-ashton court-bag-8,bag,Y,1/8/11,11:00,2/8/11,14:00,2011,27,55,4,8,m,h,0,0
Angelica sylvestris,ashton court,grassland-nature reserve,2011-Angelica sylvestris-ashton court-bag-9,bag,Y,1/8/11,11:00,2/8/11,14:00,2011,27,55,5,9,o,h,0,0
Angelica sylvestris,ashton court,grassland-nature reserve,2011-Angelica sylvestris-ashton court-unbagged-23,unbagged,Y,NA,NA,2/8/11,15:00,2011,27,56,1,23,y,m,7.134548952,10.0123815
Angelica sylvestris,ashton court,grassland-nature reserve,2011-Angelica sylvestris-ashton court-unbagged-24,unbagged,Y,NA,NA,2/8/11,15:00,2011,27,56,1,24,y,m,5.734120313,10.026702
Angelica sylvestris,ashton court,grassland-nature reserve,2011-Angelica sylvestris-ashton court-unbagged-25,unbagged,Y,NA,NA,2/8/11,15:00,2011,27,56,2,25,o,f,0,0
Angelica sylvestris,ashton court,grassland-nature reserve,2011-Angelica sylvestris-ashton court-unbagged-26,unbagged,Y,NA,NA,2/8/11,15:00,2011,27,56,2,26,o,f,0,0
Angelica sylvestris,ashton court,grassland-nature reserve,2011-Angelica sylvestris-ashton court-unbagged-27,unbagged,Y,NA,NA,2/8/11,15:00,2011,27,56,3,27,m,m,0,0
Angelica sylvestris,ashton court,grassland-nature reserve,2011-Angelica sylvestris-ashton court-unbagged-28,unbagged,Y,NA,NA,2/8/11,15:00,2011,27,56,3,28,m,m,4.036615048,5.003804
Angelica sylvestris,ashton court,grassland-nature reserve,2011-Angelica sylvestris-ashton court-unbagged-29,unbagged,Y,NA,NA,2/8/11,15:00,2011,27,56,4,29,y,m,6.021223709,7.503327594
Angelica sylvestris,ashton court,grassland-nature reserve,2011-Angelica sylvestris-ashton court-unbagged-30,unbagged,Y,NA,NA,2/8/11,15:00,2011,27,56,4,30,y,m,0,0
Angelica sylvestris,ashton court,grassland-nature reserve,2011-Angelica sylvestris-ashton court-unbagged-31,unbagged,Y,NA,NA,2/8/11,15:00,2011,27,56,5,31,o,m,0,0
Angelica sylvestris,ashton court,grassland-nature reserve,2011-Angelica sylvestris-ashton court-unbagged-32,unbagged,Y,NA,NA,2/8/11,15:00,2011,27,56,5,32,o,f,0,0
Angelica sylvestris,river frome,wetland,2011-Angelica sylvestris-river frome-bag-12,bag,Y,14/08/2011,13:00,15/08/2011,14:45,2011,23,53,1,12,m,h,104.3409042,111.1854273
Angelica sylvestris,river frome,wetland,2011-Angelica sylvestris-river frome-bag-13,bag,Y,14/08/2011,13:00,15/08/2011,14:45,2011,23,53,1,13,m,h,0,0
Angelica sylvestris,river frome,wetland,2011-Angelica sylvestris-river frome-bag-14,bag,Y,14/08/2011,13:00,15/08/2011,14:45,2011,23,53,2,14,o,f,0,0
Angelica sylvestris,river frome,wetland,2011-Angelica sylvestris-river frome-bag-15,bag,Y,14/08/2011,13:00,15/08/2011,14:45,2011,23,53,2,15,o,f,18.98315911,22.60094628
Angelica sylvestris,river frome,wetland,2011-Angelica sylvestris-river frome-bag-16,bag,Y,14/08/2011,13:00,15/08/2011,14:45,2011,23,53,3,16,m,f,11.95563194,15.030506
Angelica sylvestris,river frome,wetland,2011-Angelica sylvestris-river frome-bag-17,bag,Y,14/08/2011,13:00,15/08/2011,14:45,2011,23,53,3,17,m,h,45.66685824,60.939992
Angelica sylvestris,river frome,wetland,2011-Angelica sylvestris-river frome-bag-18,bag,Y,14/08/2011,13:00,15/08/2011,14:45,2011,23,53,4,18,m,h,9.629478023,10.026702
Angelica sylvestris,river frome,wetland,2011-Angelica sylvestris-river frome-bag-19,bag,Y,14/08/2011,13:00,15/08/2011,14:45,2011,23,53,4,19,m,h,17.64135824,20.130314
Angelica sylvestris,river frome,wetland,2011-Angelica sylvestris-river frome-bag-20,bag,Y,14/08/2011,13:00,15/08/2011,14:45,2011,23,53,5,20,y,h,0,0
Angelica sylvestris,river frome,wetland,2011-Angelica sylvestris-river frome-bag-21,bag,Y,14/08/2011,13:00,15/08/2011,14:45,2011,23,53,5,21,m,h,18.34238196,20.130314
Anthriscus sylvestris,brandon hill,grassland,2012-Anthriscus sylvestris-brandon hill-bag-1,bag,Y,1/5/12,15:00,2/5/12,14:30,2012,18,56,1,1,m,m,10.15340486,15.0688275
Anthriscus sylvestris,brandon hill,grassland,2012-Anthriscus sylvestris-brandon hill-bag-10,bag,Y,1/5/12,15:00,2/5/12,14:30,2012,18,56,5,10,m,m,14.99161723,20.130314
Anthriscus sylvestris,brandon hill,grassland,2012-Anthriscus sylvestris-brandon hill-bag-2,bag,Y,1/5/12,15:00,2/5/12,14:30,2012,18,56,1,2,m,m,10.00020948,12.54535297
Anthriscus sylvestris,brandon hill,grassland,2012-Anthriscus sylvestris-brandon hill-bag-3,bag,Y,1/5/12,15:00,2/5/12,14:30,2012,18,56,2,3,m,m,0,0
Anthriscus sylvestris,brandon hill,grassland,2012-Anthriscus sylvestris-brandon hill-bag-4,bag,Y,1/5/12,15:00,2/5/12,14:30,2012,18,56,2,4,m,m,1.851084885,2.499523594
Anthriscus sylvestris,brandon hill,grassland,2012-Anthriscus sylvestris-brandon hill-bag-5,bag,Y,1/5/12,15:00,2/5/12,14:30,2012,18,56,3,5,m,m,15.23601082,20.130314
Anthriscus sylvestris,brandon hill,grassland,2012-Anthriscus sylvestris-brandon hill-bag-6,bag,Y,1/5/12,15:00,2/5/12,14:30,2012,18,56,3,6,y,m,0,0
Anthriscus sylvestris,brandon hill,grassland,2012-Anthriscus sylvestris-brandon hill-bag-7,bag,Y,1/5/12,15:00,2/5/12,14:30,2012,18,56,4,7,m,m,0,0
Anthriscus sylvestris,brandon hill,grassland,2012-Anthriscus sylvestris-brandon hill-bag-8,bag,Y,1/5/12,15:00,2/5/12,14:30,2012,18,56,4,8,m,m,4.194882331,5.003804
Anthriscus sylvestris,brandon hill,grassland,2012-Anthriscus sylvestris-brandon hill-bag-9,bag,Y,1/5/12,15:00,2/5/12,14:30,2012,18,56,5,9,m,m,2.204052754,2.499523594
Anthriscus sylvestris,troopers hill,grassland,2012-Anthriscus sylvestris-troopers hill-bag-12,bag,N,21/05/2012,16:30,22/05/2012,14:30,2012,20,30,1,12,m,h,12.61251847,12.61251847
Anthriscus sylvestris,troopers hill,grassland,2012-Anthriscus sylvestris-troopers hill-bag-13,bag,N,21/05/2012,16:30,22/05/2012,14:30,2012,20,30,1,13,y,h,1.102026377,1.102026377
Anthriscus sylvestris,troopers hill,grassland,2012-Anthriscus sylvestris-troopers hill-bag-14,bag,N,21/05/2012,16:30,22/05/2012,14:30,2012,20,30,2,14,m,h,0,0
Anthriscus sylvestris,troopers hill,grassland,2012-Anthriscus sylvestris-troopers hill-bag-15,bag,N,21/05/2012,16:30,22/05/2012,14:30,2012,20,30,2,15,m,h,40.48415005,40.48415005
Anthriscus sylvestris,troopers hill,grassland,2012-Anthriscus sylvestris-troopers hill-bag-16,bag,N,21/05/2012,16:30,22/05/2012,14:30,2012,20,30,3,16,m,h,44.28612897,44.28612897
Anthriscus sylvestris,troopers hill,grassland,2012-Anthriscus sylvestris-troopers hill-bag-17,bag,N,21/05/2012,16:30,22/05/2012,14:30,2012,20,30,3,17,o,h,0,0
Anthriscus sylvestris,troopers hill,grassland,2012-Anthriscus sylvestris-troopers hill-bag-18,bag,N,21/05/2012,16:30,22/05/2012,14:30,2012,20,30,4,18,m,h,32.2848743,32.2848743
Anthriscus sylvestris,troopers hill,grassland,2012-Anthriscus sylvestris-troopers hill-bag-19,bag,N,21/05/2012,16:30,22/05/2012,14:30,2012,20,30,4,19,o,h,5.093436479,5.093436479
Anthriscus sylvestris,troopers hill,grassland,2012-Anthriscus sylvestris-troopers hill-bag-20,bag,N,21/05/2012,16:30,22/05/2012,14:30,2012,20,30,5,20,m,h,30.17771306,30.17771306
Anthriscus sylvestris,troopers hill,grassland,2012-Anthriscus sylvestris-troopers hill-bag-21,bag,N,21/05/2012,16:30,22/05/2012,14:30,2012,20,30,5,21,m,h,1.926384607,1.926384607
Arctium minus,ashton court,woodland-carpark,2011-Arctium minus-ashton court-bag-34,bag,N,4/9/11,11:00,5/9/11,10:00,2011,20,70,1,34,m,h,65.67480138,65.67480138
Arctium minus,ashton court,woodland-carpark,2011-Arctium minus-ashton court-bag-35,bag,N,4/9/11,11:00,5/9/11,10:00,2011,20,70,1,35,m,h,223.4086991,223.4086991
Arctium minus,ashton court,woodland-carpark,2011-Arctium minus-ashton court-bag-36,bag,N,4/9/11,11:00,5/9/11,10:00,2011,20,70,2,36,m,h,112.1210954,112.1210954
Arctium minus,ashton court,woodland-carpark,2011-Arctium minus-ashton court-bag-37,bag,N,4/9/11,11:00,5/9/11,10:00,2011,20,70,2,37,m,h,3.363627547,3.363627547
Arctium minus,ashton court,woodland-carpark,2011-Arctium minus-ashton court-bag-38,bag,N,4/9/11,11:00,5/9/11,10:00,2011,20,70,3,38,y,h,11.58118728,11.58118728
Arctium minus,ashton court,woodland-carpark,2011-Arctium minus-ashton court-bag-39,bag,N,4/9/11,11:00,5/9/11,10:00,2011,20,70,3,39,m,h,15.538427,15.538427
Arctium minus,ashton court,woodland-carpark,2011-Arctium minus-ashton court-bag-40,bag,N,4/9/11,11:00,5/9/11,10:00,2011,20,70,4,40,y,h,19.30253635,19.30253635
Arctium minus,ashton court,woodland-carpark,2011-Arctium minus-ashton court-bag-41,bag,N,4/9/11,11:00,5/9/11,10:00,2011,20,70,4,41,m,h,15.0299936,15.0299936
Arctium minus,ashton court,woodland-carpark,2011-Arctium minus-ashton court-bag-42,bag,N,4/9/11,11:00,5/9/11,10:00,2011,20,70,5,42,m,h,0,0
Arctium minus,ashton court,woodland-carpark,2011-Arctium minus-ashton court-bag-43,bag,N,4/9/11,11:00,5/9/11,10:00,2011,20,70,5,43,m,h,192.1212306,192.1212306
Arctium minus,river frome,wetland,2011-Arctium minus-river frome-bag-12,bag,Y,15/08/2011,13:00,16/08/2011,14:00,2011,22,68,1,12,m,h,168.6296425,87.430708
Arctium minus,river frome,wetland,2011-Arctium minus-river frome-bag-13,bag,Y,15/08/2011,13:00,16/08/2011,14:00,2011,22,68,1,13,m,h,106.7097414,81.866106
Arctium minus,river frome,wetland,2011-Arctium minus-river frome-bag-14,bag,N,15/08/2011,13:00,16/08/2011,14:00,2011,22,68,2,14,y,h,166.9256224,166.9256224
Arctium minus,river frome,wetland,2011-Arctium minus-river frome-bag-15,bag,N,15/08/2011,13:00,16/08/2011,14:00,2011,22,68,2,15,y,h,177.8952184,177.8952184
Arctium minus,river frome,wetland,2011-Arctium minus-river frome-bag-16,bag,N,15/08/2011,13:00,16/08/2011,14:00,2011,22,68,3,16,o,h,0,0
Arctium minus,river frome,wetland,2011-Arctium minus-river frome-bag-17,bag,N,15/08/2011,13:00,16/08/2011,14:00,2011,22,68,3,17,o,h,0,0
Arctium minus,river frome,wetland,2011-Arctium minus-river frome-bag-18,bag,N,15/08/2011,13:00,16/08/2011,14:00,2011,22,68,4,18,m,h,2.998400342,2.998400342
Arctium minus,river frome,wetland,2011-Arctium minus-river frome-bag-19,bag,N,15/08/2011,13:00,16/08/2011,14:00,2011,22,68,4,19,m,h,42.18921151,42.18921151
Arctium minus,river frome,wetland,2011-Arctium minus-river frome-bag-20,bag,N,15/08/2011,13:00,16/08/2011,14:00,2011,22,68,1,20,m,h,133.7862649,133.7862649
Arctium minus,river frome,wetland,2011-Arctium minus-river frome-bag-21,bag,N,15/08/2011,13:00,16/08/2011,14:00,2011,22,68,1,21,o,h,266.6818993,266.6818993
Arctium minus,troopers hill,grassland-nature reserve,2011-Arctium minus-troopers hill-bag-1,bag,Y,9/8/11,10:00,10/8/11,12:00,2011,22,51,1,1,m,h,70.70727227,87.58644619
Arctium minus,troopers hill,grassland-nature reserve,2011-Arctium minus-troopers hill-bag-10,bag,Y,9/8/11,10:00,10/8/11,12:00,2011,22,51,3,10,m,h,40.72395632,48.23235759
Arctium minus,troopers hill,grassland-nature reserve,2011-Arctium minus-troopers hill-bag-2,bag,Y,9/8/11,10:00,10/8/11,12:00,2011,22,51,1,2,m,h,39.44430384,47.88945166
Arctium minus,troopers hill,grassland-nature reserve,2011-Arctium minus-troopers hill-bag-3,bag,Y,9/8/11,10:00,10/8/11,12:00,2011,22,51,1,3,o,h,89.6239881,114.9895791
Arctium minus,troopers hill,grassland-nature reserve,2011-Arctium minus-troopers hill-bag-4,bag,Y,9/8/11,10:00,10/8/11,12:00,2011,22,51,2,4,m,h,17.8021435,20.130314
Arctium minus,troopers hill,grassland-nature reserve,2011-Arctium minus-troopers hill-bag-5,bag,Y,9/8/11,10:00,10/8/11,12:00,2011,22,51,2,5,m,h,1.958093243,2.499523594
Arctium minus,troopers hill,grassland-nature reserve,2011-Arctium minus-troopers hill-bag-6,bag,Y,9/8/11,10:00,10/8/11,12:00,2011,22,51,2,6,o,h,105.4181198,175.695534
Arctium minus,troopers hill,grassland-nature reserve,2011-Arctium minus-troopers hill-bag-7,bag,Y,9/8/11,10:00,10/8/11,12:00,2011,22,51,3,7,m,h,42.73313121,50.599242
Arctium minus,troopers hill,grassland-nature reserve,2011-Arctium minus-troopers hill-bag-8,bag,Y,9/8/11,10:00,10/8/11,12:00,2011,22,51,3,8,m,h,0,0
Arctium minus,troopers hill,grassland-nature reserve,2011-Arctium minus-troopers hill-bag-9,bag,Y,9/8/11,10:00,10/8/11,12:00,2011,22,51,3,9,m,h,20.42052539,27.64317191
Arctium minus,troopers hill,grassland-nature reserve,2011-Arctium minus-troopers hill-unbagged-23,unbagged,Y,NA,NA,10/8/11,12:45,2011,22,51,1,23,m,f,22.62816378,30.25866125
Arctium minus,troopers hill,grassland-nature reserve,2011-Arctium minus-troopers hill-unbagged-24,unbagged,Y,NA,NA,10/8/11,12:45,2011,22,51,1,24,m,m,3.866675157,4.999047188
Arctium minus,troopers hill,grassland-nature reserve,2011-Arctium minus-troopers hill-unbagged-25,unbagged,Y,NA,NA,10/8/11,12:45,2011,22,51,1,25,m,m,8.656039445,12.51666191
Arctium minus,troopers hill,grassland-nature reserve,2011-Arctium minus-troopers hill-unbagged-26,unbagged,Y,NA,NA,10/8/11,12:45,2011,22,51,2,26,m,m,47.62552128,60.939992
Arctium minus,troopers hill,grassland-nature reserve,2011-Arctium minus-troopers hill-unbagged-27,unbagged,Y,NA,NA,10/8/11,12:45,2011,22,51,2,27,m,m,37.05199673,47.88945166
Arctium minus,troopers hill,grassland-nature reserve,2011-Arctium minus-troopers hill-unbagged-28,unbagged,Y,NA,NA,10/8/11,12:45,2011,22,51,2,28,m,f,25.20494224,27.75913766
Arctium minus,troopers hill,grassland-nature reserve,2011-Arctium minus-troopers hill-unbagged-29,unbagged,Y,NA,NA,10/8/11,12:45,2011,22,51,3,29,m,f,40.90577107,48.08539791
Arctium minus,troopers hill,grassland-nature reserve,2011-Arctium minus-troopers hill-unbagged-30,unbagged,Y,NA,NA,10/8/11,12:45,2011,22,51,3,30,y,m,3.941924788,12.8923048
Arctium minus,troopers hill,grassland-nature reserve,2011-Arctium minus-troopers hill-unbagged-31,unbagged,Y,NA,NA,10/8/11,12:45,2011,22,51,3,31,y,m,8.458981277,12.52622559
Armeria maritima,sand bay,grassland-coastland,2012-Armeria maritima-sand bay-bag-1,bag,N,18/06/2012,13:30,19/06/2012,12:00,2012,16,71,1,1,m,h,75.38844857,75.38844857
